state,state.po,county,FIPS,candidatevotesR,candidatevotesD,totalvotes,fracvotesR,partywonR
Alabama,AL,Talladega,1121,20614,12121,33407,0.617056306,1
Alabama,AL,Tallapoosa,1123,13594,5519,19486,0.697629067,1
Alabama,AL,Tuscaloosa,1125,47723,31762,82700,0.577061669,1
Alabama,AL,Walker,1127,24266,4497,29472,0.823357763,1
Alabama,AL,Washington,1129,6042,2374,8533,0.708074534,1
Alabama,AL,Wilcox,1131,1737,4339,6118,0.283916313,0
Alabama,AL,Winston,1133,9228,872,10313,0.89479298,1
Alaska,AK,Aleutians East,2020,267,193,460,0.58071274,1
Alaska,AK,Aleutians West,2013,419,658,1077,0.388897618,0
Alaska,AK,Anchorage,2016,61083,53969,115052,0.530914281,1
Alaska,AK,Bethel,2050,1096,2680,3776,0.290357451,0
Alaska,AK,Bristol Bay,2060,239,161,400,0.598368329,1
Alaska,AK,Denali,2068,606,370,976,0.621106399,1
Alaska,AK,Dillingham,2070,672,955,1627,0.413145442,0
Alaska,AK,Fairbanks North Star,2090,21896,13635,35532,0.616246391,1
Alaska,AK,Haines,2100,566,848,1414,0.40051716,0
Alaska,AK,Hoonah-Angoon,2105,490,715,1205,0.406855039,0
Alaska,AK,Juneau,2110,5776,8594,14369,0.401945773,0
Alaska,AK,Kenai Peninsula,2122,18296,7520,25816,0.708710468,1
Alaska,AK,Ketchikan Gateway,2130,3429,1991,5421,0.6326604,1
Alaska,AK,Kodiak Island,2150,2992,2019,5011,0.59708161,1
Alaska,AK,Lake and Peninsula,2164,178,205,383,0.464068849,0
Alaska,AK,Matanuska-Susitna,2170,31636,8604,40240,0.786175324,1
Alaska,AK,Nome,2180,900,1689,2588,0.347564978,0
Alaska,AK,North Slope,2185,776,1099,1875,0.413867142,0
Alaska,AK,Northwest Arctic,2188,572,1134,1707,0.335241114,0
Alaska,AK,Petersburg,2195,862,622,1484,0.581120313,1
Alaska,AK,Prince of Wales-Hyder,2198,1308,1093,2401,0.544813161,1
Alaska,AK,Sitka,2220,1886,2007,3894,0.484478125,0
Alaska,AK,Skagway,2230,228,469,697,0.327611688,0
Alaska,AK,Southeast Fairbanks,2240,2340,720,3060,0.764757237,1
Alaska,AK,Valdez-Cordova,2261,2618,1226,3844,0.681112554,1
Alaska,AK,Wade Hampton,2270,415,1180,1596,0.260310277,0
Alaska,AK,Wrangell,2275,705,302,1007,0.700153232,1
Alaska,AK,Yakutat,2282,149,148,297,0.502822249,1
Alaska,AK,Yukon-Koyukuk,2290,943,1375,2318,0.406876276,0
Arizona,AZ,Apache,4001,8240,17083,27661,0.297892339,0
Arizona,AZ,Cochise,4003,28092,17450,50015,0.561671499,1
Arizona,AZ,Coconino,4005,21108,32404,59784,0.353071056,0
Arizona,AZ,Gila,4007,14182,7003,36697,0.386462109,0
Arizona,AZ,Graham,4009,8025,3301,20306,0.395203388,0
Arizona,AZ,Greenlee,4011,1892,1092,5192,0.36440678,0
Arizona,AZ,La Paz,4012,4003,1575,5951,0.672660057,1
Arizona,AZ,Maricopa,4013,747361,702907,1567834,0.476683756,1
Arizona,AZ,Mohave,4015,58282,17455,79943,0.729044444,1
Arizona,AZ,Navajo,4017,20577,16459,40294,0.510671564,1
Arizona,AZ,Pima,4019,167428,224661,421640,0.397087563,0
Arizona,AZ,Pinal,4021,72819,47892,129546,0.562109212,1
Arizona,AZ,Santa Cruz,4023,3897,11690,16433,0.23714477,0
Arizona,AZ,Yavapai,4025,71330,35590,114450,0.62324159,1
Arizona,AZ,Yuma,4027,25165,24605,53010,0.474721751,1
Arkansas,AR,Arkansas,5001,3826,1939,6212,0.615904701,1
Arkansas,AR,Ashley,5003,5338,2408,8083,0.660398367,1
Arkansas,AR,Baxter,5005,14682,4169,19766,0.742790651,1
Arkansas,AR,Benton,5007,60871,28005,96824,0.628676774,1
Arkansas,AR,Boone,5009,12235,2926,16111,0.75941903,1
Arkansas,AR,Bradley,5011,2164,1317,3653,0.592389817,1
Arkansas,AR,Calhoun,5013,1556,639,2269,0.685764654,1
Arkansas,AR,Carroll,5015,6786,3342,10758,0.630786392,1
Arkansas,AR,Chicot,5017,1716,2350,4176,0.41091954,0
Arkansas,AR,Clark,5019,4404,3620,8526,0.51653765,1
Arkansas,AR,Clay,5021,3781,1199,5200,0.727115385,1
Arkansas,AR,Cleburne,5023,9458,2101,12085,0.782623086,1
Arkansas,AR,Cleveland,5025,2462,723,3354,0.734048897,1
Arkansas,AR,Columbia,5027,5456,3140,8887,0.61393046,1
Arkansas,AR,Conway,5029,4849,2656,7927,0.611706825,1
Arkansas,AR,Craighead,5031,22892,10538,35573,0.643521772,1
Arkansas,AR,Crawford,5033,16686,4488,22450,0.74325167,1
Arkansas,AR,Crittenden,5035,6964,8410,15952,0.436559679,0
Arkansas,AR,Cross,5037,4584,1999,6874,0.666860634,1
Arkansas,AR,Dallas,5039,1509,1165,2771,0.544568748,1
Arkansas,AR,Desha,5041,1919,2228,4257,0.450786939,0
Arkansas,AR,Drew,5043,3968,2365,6595,0.60166793,1
Arkansas,AR,Faulkner,5045,29346,14629,47527,0.617459549,1
Arkansas,AR,Franklin,5047,5039,1376,6770,0.744313146,1
Arkansas,AR,Fulton,5049,3471,1067,4772,0.72736798,1
Arkansas,AR,Garland,5051,26087,12311,40805,0.639308908,1
Arkansas,AR,Grant,5053,5725,1373,7445,0.768972465,1
Arkansas,AR,Greene,5055,10720,3071,14600,0.734246575,1
Arkansas,AR,Hempstead,5057,4401,2377,7049,0.624343879,1
Arkansas,AR,Hot Spring,5059,8172,3149,11944,0.6841929,1
Arkansas,AR,Howard,5061,3157,1351,4674,0.675438596,1
Arkansas,AR,Independence,5063,9936,2881,13614,0.729836933,1
Arkansas,AR,Izard,5065,4042,1113,5448,0.741923642,1
Arkansas,AR,Jackson,5067,3267,1583,5156,0.633630721,1
Arkansas,AR,Jefferson,5069,9250,15772,25894,0.357225612,0
Arkansas,AR,Johnson,5071,6091,2427,9112,0.668459175,1
Arkansas,AR,Lafayette,5073,1758,1032,2860,0.614685315,1
Arkansas,AR,Lawrence,5075,4064,1263,5685,0.714863676,1
Arkansas,AR,Lee,5077,1229,1735,3026,0.406146728,0
Arkansas,AR,Lincoln,5079,2455,1252,3826,0.641662311,1
Arkansas,AR,Little River,5081,3605,1397,5227,0.689688158,1
Arkansas,AR,Logan,5083,5746,1715,7921,0.725413458,1
Arkansas,AR,Lonoke,5085,19958,5664,27100,0.736457565,1
Arkansas,AR,Madison,5087,4928,1588,6841,0.72036252,1
Arkansas,AR,Marion,5089,5336,1434,7107,0.750809061,1
Arkansas,AR,Miller,5091,11294,4273,16091,0.70188304,1
Arkansas,AR,Mississippi,5093,7061,5670,13204,0.534762193,1
Arkansas,AR,Monroe,5095,1489,1312,2884,0.51629681,1
Arkansas,AR,Montgomery,5097,2643,748,3559,0.742624333,1
Arkansas,AR,Nevada,5099,2000,1157,3246,0.616142945,1
Arkansas,AR,Newton,5101,2875,699,3753,0.766053824,1
Arkansas,AR,Ouachita,5103,5351,4321,9935,0.538600906,1
Arkansas,AR,Perry,5105,3008,1049,4306,0.698560149,1
Arkansas,AR,Phillips,5107,2446,4310,6953,0.351790594,0
Arkansas,AR,Pike,5109,3150,685,3981,0.791258478,1
Arkansas,AR,Poinsett,5111,5502,1880,7722,0.712509713,1
Arkansas,AR,Polk,5113,6618,1212,8231,0.804033532,1
Arkansas,AR,Pope,5115,16256,5000,22569,0.72028003,1
Arkansas,AR,Prairie,5117,2505,814,3444,0.727351916,1
Arkansas,AR,Pulaski,5119,61257,89574,159776,0.383393,0
Arkansas,AR,Randolph,5121,4509,1425,6379,0.706850604,1
Arkansas,AR,St. Francis,5123,3195,4031,7430,0.430013459,0
Arkansas,AR,Saline,5125,35863,13256,52100,0.688349328,1
Arkansas,AR,Scott,5127,2731,602,3510,0.778062678,1
Arkansas,AR,Searcy,5129,2955,601,3728,0.792650215,1
Arkansas,AR,Sebastian,5131,29127,12300,44637,0.652530412,1
Arkansas,AR,Sevier,5133,3282,1075,4562,0.719421306,1
Arkansas,AR,Sharp,5135,5407,1472,7249,0.745895986,1
Arkansas,AR,Stone,5137,4113,1203,5618,0.732111072,1
Arkansas,AR,Union,5139,10456,5855,16894,0.618917959,1
Arkansas,AR,Van Buren,5141,5382,1549,7339,0.733342417,1
Arkansas,AR,Washington,5143,41476,33366,81861,0.506663735,1
Arkansas,AR,White,5145,21077,5170,27219,0.7743488,1
Arkansas,AR,Woodruff,5147,1347,1118,2571,0.523920653,1
Arkansas,AR,Yell,5149,4608,1480,6439,0.715639074,1
California,CA,Alameda,6001,95922,514842,654266,0.146610094,0
California,CA,Alpine,6003,217,334,602,0.360465116,0
California,CA,Amador,6005,10485,6004,17734,0.591237172,1
California,CA,Butte,6007,45144,41567,95564,0.472395463,1
California,CA,Calaveras,6009,13511,7944,23136,0.583981674,1
California,CA,Colusa,6011,3551,2661,6632,0.535434258,1
California,CA,Contra Costa,6013,115956,319287,466175,0.248739207,0
California,CA,Del Norte,6015,5134,3485,9558,0.537141661,1
California,CA,El Dorado,6017,49247,36404,93591,0.526193758,1
California,CA,Fresno,6019,124049,141341,282319,0.439393027,0
California,CA,Glenn,6021,5788,3065,9470,0.611193242,1
California,CA,Humboldt,6023,18373,33200,59246,0.310113763,0
California,CA,Imperial,6025,12704,32667,48091,0.264165852,0
California,CA,Inyo,6027,4248,3155,8086,0.525352461,1
California,CA,Kern,6029,129584,98689,244163,0.530727424,1
California,CA,Kings,6031,18093,13617,33915,0.533480761,1
California,CA,Lake,6033,10599,11496,24496,0.432682887,0
California,CA,Lassen,6035,7574,2224,10524,0.719688331,1
California,CA,Los Angeles,6037,769743,2464364,3434308,0.224133363,0
California,CA,Madera,6039,23357,17029,43112,0.541774912,1
California,CA,Marin,6041,21771,108707,139273,0.156318884,0
California,CA,Mariposa,6043,5185,3122,8877,0.584093725,1
California,CA,Mendocino,6045,10888,22079,37477,0.290524855,0
California,CA,Merced,6047,28725,37317,70789,0.405783384,0
California,CA,Modoc,6049,2696,877,3788,0.711721225,1
California,CA,Mono,6051,2111,2773,5276,0.400113723,0
California,CA,Monterey,6053,34895,89088,133408,0.261566023,0
California,CA,Napa,6055,17411,39199,61372,0.283696148,0
California,CA,Nevada,6057,23365,26053,54935,0.425320834,0
California,CA,Orange,6059,507148,609961,1197521,0.42349821,0
California,CA,Placer,6061,95138,73509,182839,0.520337565,1
California,CA,Plumas,6063,5420,3459,9676,0.560148822,1
California,CA,Riverside,6065,333243,373695,751391,0.443501453,0
California,CA,Sacramento,6067,189789,326023,559330,0.339314895,0
California,CA,San Benito,6069,7841,12521,21924,0.35764459,0
California,CA,San Bernardino,6071,271240,340833,653983,0.414750842,0
California,CA,San Diego,6073,477766,735476,1306400,0.36571188,0
California,CA,San Francisco,6075,37688,345084,405792,0.092875168,0
California,CA,San Joaquin,6077,88936,121124,224166,0.3967417,0
California,CA,San Luis Obispo,6079,56164,67107,135009,0.416001896,0
California,CA,San Mateo,6081,57929,237882,314384,0.184261922,0
California,CA,Santa Barbara,6083,56365,107142,176786,0.318831808,0
California,CA,Santa Clara,6085,144826,511684,703709,0.205803819,0
California,CA,Santa Cruz,6087,22438,95249,128821,0.174179676,0
California,CA,Shasta,6089,51778,22301,80053,0.646796497,1
California,CA,Sierra,6091,1048,601,1830,0.572677596,1
California,CA,Siskiyou,6093,11341,7234,20492,0.553435487,1
California,CA,Solano,6095,51920,102360,166113,0.312558319,0
California,CA,Sonoma,6097,51408,160435,231253,0.222301981,0
California,CA,Stanislaus,6099,78494,81647,172146,0.455973418,0
California,CA,Sutter,6101,18176,13076,33523,0.542194911,1
California,CA,Tehama,6103,15494,6809,23908,0.648067592,1
California,CA,Trinity,6105,2812,2214,5686,0.494548013,1
California,CA,Tulare,6107,58299,47585,112334,0.518979116,1
California,CA,Tuolumne,6109,14551,9123,25529,0.569979239,1
California,CA,Ventura,6111,132323,194402,351726,0.376210459,0
California,CA,Yolo,6113,20739,54752,82090,0.252637349,0
California,CA,Yuba,6115,13170,7910,22998,0.572658492,1
Colorado,CO,Adams,8001,80082,96558,193665,0.413507862,0
Colorado,CO,Alamosa,8003,3046,3189,6939,0.438968151,0
Colorado,CO,Arapahoe,8005,117053,159885,303046,0.386254892,0
Colorado,CO,Archuleta,8007,4264,2500,7339,0.581005587,1
Colorado,CO,Baca,8009,1753,283,2153,0.814212726,1
Colorado,CO,Bent,8011,1188,590,1927,0.616502335,1
Colorado,CO,Boulder,8013,41396,132334,188142,0.2200253,0
Colorado,CO,Broomfield,8014,14367,19731,37689,0.381198758,0
Colorado,CO,Chaffee,8015,5391,4888,11250,0.4792,1
Colorado,CO,Cheyenne,8017,925,132,1102,0.83938294,1
Colorado,CO,Clear Creek,8019,2575,2729,5866,0.438970338,0
Colorado,CO,Conejos,8021,1914,1771,4022,0.475882645,1
Colorado,CO,Costilla,8023,588,1125,1848,0.318181818,0
Colorado,CO,Crowley,8025,1079,339,1527,0.706614276,1
Colorado,CO,Custer,8027,2061,797,3066,0.67221135,1
Colorado,CO,Delta,8029,11655,4087,16790,0.694163192,1
Colorado,CO,Denver,8031,62690,244551,331852,0.188909514,0
Colorado,CO,Dolores,8033,944,242,1255,0.752191235,1
Colorado,CO,Douglas,8035,102573,68657,187499,0.547058918,1
Colorado,CO,Eagle,8037,8990,14099,25223,0.356420727,0
Colorado,CO,Elbert,8039,11705,3134,15978,0.732569783,1
Colorado,CO,El Paso,8041,179228,108010,318967,0.561901388,1
Colorado,CO,Fremont,8043,15122,5297,21973,0.688208256,1
Colorado,CO,Garfield,8045,13132,11271,26470,0.496108802,1
Colorado,CO,Gilpin,8047,1566,1634,3576,0.437919463,0
Colorado,CO,Grand,8049,4494,3358,8588,0.523288309,1
Colorado,CO,Gunnison,8051,3289,5128,9412,0.349447514,0
Colorado,CO,Hinsdale,8053,339,197,589,0.575551783,1
Colorado,CO,Huerfano,8055,1883,1633,3783,0.497753106,1
Colorado,CO,Jackson,8057,629,171,861,0.730545877,1
Colorado,CO,Jefferson,8059,138177,160776,328882,0.420141571,0
Colorado,CO,Kiowa,8061,728,91,855,0.851461988,1
Colorado,CO,Kit Carson,8063,2967,536,3702,0.801458671,1
Colorado,CO,Lake,8065,1270,1616,3199,0.396999062,0
Colorado,CO,La Plata,8067,12587,15525,31150,0.404077047,0
Colorado,CO,Larimer,8069,83430,93113,195980,0.425706705,0
Colorado,CO,Las Animas,8071,3710,2650,6793,0.546150449,1
Colorado,CO,Lincoln,8073,1892,409,2436,0.776683087,1
Colorado,CO,Logan,8075,7282,1851,9722,0.749022835,1
Colorado,CO,Mesa,8077,49779,21729,77653,0.641044132,1
Colorado,CO,Mineral,8079,344,237,652,0.527607362,1
Colorado,CO,Moffat,8081,5305,874,6525,0.81302682,1
Colorado,CO,Montezuma,8083,7853,3973,12858,0.610748172,1
Colorado,CO,Montrose,8085,14382,5466,21186,0.67884452,1
Colorado,CO,Morgan,8087,8145,3151,11960,0.681020067,1
Colorado,CO,Otero,8089,4928,2943,8452,0.583057265,1
Colorado,CO,Ouray,8091,1351,1697,3310,0.4081571,0
Colorado,CO,Park,8093,6135,3421,10417,0.588941154,1
Colorado,CO,Phillips,8095,1791,436,2332,0.768010292,1
Colorado,CO,Pitkin,8097,2550,7333,10523,0.242326333,0
Colorado,CO,Prowers,8099,3531,1186,5016,0.703947368,1
Colorado,CO,Pueblo,8101,36265,35875,78646,0.461116904,1
Colorado,CO,Rio Blanco,8103,2791,436,3450,0.808985507,1
Colorado,CO,Rio Grande,8105,3085,2001,5534,0.557462956,1
Colorado,CO,Routt,8107,5230,7600,13986,0.373945374,0
Colorado,CO,Saguache,8109,1147,1417,2835,0.404585538,0
Colorado,CO,San Juan,8111,215,265,506,0.424901186,0
Colorado,CO,San Miguel,8113,1033,2975,4329,0.238623239,0
Colorado,CO,Sedgwick,8115,1015,267,1364,0.744134897,1
Colorado,CO,Summit,8117,5100,9557,16174,0.315320885,0
Colorado,CO,Teller,8119,9745,3603,14444,0.674674605,1
Colorado,CO,Washington,8121,2299,296,2733,0.841200146,1
Colorado,CO,Weld,8123,76651,46519,135428,0.565990785,1
Colorado,CO,Yuma,8125,3850,726,4791,0.803590065,1
Connecticut,CT,Fairfield,9001,160077,243852,421209,0.380041737,0
Connecticut,CT,Hartford,9003,148173,240403,406864,0.364183118,0
Connecticut,CT,Litchfield,9005,53051,39775,97442,0.544436691,1
Connecticut,CT,Middlesex,9007,38867,45357,88624,0.438560661,0
Connecticut,CT,New Haven,9009,159048,205609,379006,0.419645072,0
Connecticut,CT,New London,9011,54058,62278,123528,0.437617382,0
Connecticut,CT,Tolland,9013,34194,38506,77424,0.441646001,0
Connecticut,CT,Windham,9015,25747,21792,50823,0.506601342,1
Delaware,DE,Kent,10001,36991,33351,74598,0.495871203,1
Delaware,DE,New Castle,10003,85525,162919,262391,0.325944869,0
Delaware,DE,Sussex,10005,62611,39333,106008,0.590625236,1
District of Columbia,DC,District of Columbia,11001,12723,282830,311268,0.040874745,0
Florida,FL,Alachua,12001,46834,75820,128571,0.364265659,0
Florida,FL,Baker,12003,10294,2112,12634,0.814785499,1
Florida,FL,Bay,12005,62194,21797,87453,0.711170572,1
Florida,FL,Bradford,12007,8913,2924,12098,0.736733344,1
Florida,FL,Brevard,12009,181848,119679,314752,0.577750102,1
Florida,FL,Broward,12011,260951,553320,831951,0.313661502,0
Florida,FL,Calhoun,12013,4655,1241,6081,0.765499096,1
Florida,FL,Charlotte,12015,60218,33445,96374,0.624836574,1
Florida,FL,Citrus,12017,54456,22789,79700,0.683262233,1
Florida,FL,Clay,12019,74963,27822,106483,0.703990308,1
Florida,FL,Collier,12021,105423,61085,170789,0.617270433,1
Florida,FL,Columbia,12023,20368,7601,28707,0.709513359,1
Florida,FL,Desoto,12027,6778,3781,10818,0.626548345,1
Florida,FL,Dixie,12029,5822,1270,7202,0.808386559,1
Florida,FL,Duval,12031,211672,205704,432695,0.489194467,1
Florida,FL,Escambia,12033,88808,57461,152469,0.582465944,1
Florida,FL,Flagler,12035,33850,22026,57503,0.588664939,1
Florida,FL,Franklin,12037,4125,1744,6015,0.685785536,1
Florida,FL,Gadsden,12039,6728,15020,22113,0.304255415,0
Florida,FL,Gilchrist,12041,6740,1458,8420,0.800475059,1
Florida,FL,Glades,12043,2996,1271,4353,0.688260969,1
Florida,FL,Gulf,12045,5329,1720,7293,0.730700672,1
Florida,FL,Hamilton,12047,3443,1904,5460,0.630586081,1
Florida,FL,Hardee,12049,5242,2149,7583,0.691283133,1
Florida,FL,Hendry,12051,6195,4615,11115,0.557354926,1
Florida,FL,Hernando,12053,58970,31795,93796,0.628704849,1
Florida,FL,Highlands,12055,29565,14937,45686,0.64713479,1
Florida,FL,Hillsborough,12057,266870,307896,597660,0.44652478,0
Florida,FL,Holmes,12059,7483,853,8514,0.878905332,1
Florida,FL,Indian River,12061,48620,29043,80009,0.607681636,1
Florida,FL,Jackson,12063,14257,6397,21041,0.677581864,1
Florida,FL,Jefferson,12065,3930,3541,7645,0.514061478,1
Florida,FL,Lafayette,12067,2809,518,3392,0.828125,1
Florida,FL,Lake,12069,102188,62838,170462,0.599476716,1
Florida,FL,Lee,12071,191551,124908,326420,0.586823724,1
Florida,FL,Leon,12073,53821,92068,152132,0.353778298,0
Florida,FL,Levy,12075,13775,5101,19395,0.710234597,1
Florida,FL,Liberty,12077,2543,651,3296,0.771541262,1
Florida,FL,Madison,12079,4851,3526,8505,0.57037037,1
Florida,FL,Manatee,12081,101944,71224,178958,0.569653215,1
Florida,FL,Marion,12083,107833,62041,174700,0.617246709,1
Florida,FL,Martin,12085,53204,30185,85792,0.620151063,1
Florida,FL,Miami-Dade,12086,333999,624146,980204,0.340744376,0
Florida,FL,Monroe,12087,21904,18971,42478,0.515655163,1
Florida,FL,Nassau,12089,34266,10869,46607,0.735211449,1
Florida,FL,Okaloosa,12091,71893,23780,100855,0.712835259,1
Florida,FL,Okeechobee,12093,9356,3959,13653,0.685270636,1
Florida,FL,Orange,12095,195216,329894,546275,0.357358473,0
Florida,FL,Osceola,12097,50301,85458,140206,0.35876496,0
Florida,FL,Palm Beach,12099,272402,374673,662332,0.411277124,0
Florida,FL,Pasco,12101,142101,90142,241139,0.589290824,1
Florida,FL,Pinellas,12103,239201,233701,492403,0.485782987,1
Florida,FL,Polk,12105,157430,117433,284314,0.553718776,1
Florida,FL,Putnam,12107,22138,10094,33117,0.668478425,1
Florida,FL,St. Johns,12109,88684,43099,136514,0.649633005,1
Florida,FL,St. Lucie,12111,70289,66881,140847,0.499045063,1
Florida,FL,Santa Rosa,12113,65339,18464,87745,0.744646419,1
Florida,FL,Sarasota,12115,124438,97870,229063,0.543247927,1
Florida,FL,Seminole,12117,109443,105914,224896,0.486638268,1
Florida,FL,Sumter,12119,52730,22638,76665,0.687797561,1
Florida,FL,Suwannee,12121,14287,3964,18694,0.764255911,1
Florida,FL,Taylor,12123,6930,2152,9290,0.745963402,1
Florida,FL,Union,12125,4568,1014,5694,0.80224798,1
Florida,FL,Volusia,12127,143007,109091,260869,0.548194688,1
Florida,FL,Wakulla,12129,10512,4348,15351,0.684776236,1
Florida,FL,Walton,12131,25756,6876,33637,0.765704433,1
Florida,FL,Washington,12133,8637,2264,11156,0.774202223,1
Georgia,GA,Appling,13001,5494,1434,7012,0.783513976,1
Georgia,GA,Atkinson,13003,1878,697,2610,0.71954023,1
Georgia,GA,Bacon,13005,3364,608,4020,0.83681592,1
Georgia,GA,Baker,13007,775,650,1440,0.538194444,1
Georgia,GA,Baldwin,13009,7697,7970,16116,0.477599901,0
Georgia,GA,Banks,13011,6134,684,6975,0.879426523,1
Georgia,GA,Barrow,13013,21108,6580,29060,0.726359257,1
Georgia,GA,Bartow,13015,29911,8212,39550,0.756283186,1
Georgia,GA,Ben Hill,13017,3739,2101,5936,0.629885445,1
Georgia,GA,Berrien,13019,5422,1047,6590,0.82276176,1
Georgia,GA,Bibb,13021,24043,36787,62596,0.384098025,0
Georgia,GA,Bleckley,13023,3719,1101,4974,0.747687977,1
Georgia,GA,Brantley,13025,5567,619,6301,0.883510554,1
Georgia,GA,Brooks,13027,3701,2528,6336,0.584122475,1
Georgia,GA,Bryan,13029,10529,4014,15173,0.693930007,1
Georgia,GA,Bulloch,13031,15097,9261,25316,0.596342234,1
Georgia,GA,Burke,13033,4491,4731,9351,0.48026949,0
Georgia,GA,Butts,13035,6717,2566,9514,0.706012193,1
Georgia,GA,Calhoun,13037,830,1179,2025,0.409876543,0
Georgia,GA,Camden,13039,12310,5930,18901,0.651288292,1
Georgia,GA,Candler,13043,2664,1026,3763,0.707945788,1
Georgia,GA,Carroll,13045,30029,12464,44121,0.680605607,1
Georgia,GA,Catoosa,13047,20876,4771,26757,0.780207049,1
Georgia,GA,Charlton,13049,2951,1004,4016,0.734810757,1
Georgia,GA,Chatham,13051,45688,62290,112142,0.407412031,0
Georgia,GA,Chattahoochee,13053,751,594,1390,0.54028777,1
Georgia,GA,Chattooga,13055,6462,1613,8252,0.783082889,1
Georgia,GA,Cherokee,13057,80649,25231,112043,0.719804004,1
Georgia,GA,Clarke,13059,12717,29603,44976,0.2827508,0
Georgia,GA,Clay,13061,566,697,1273,0.44461901,0
Georgia,GA,Clayton,13063,12645,78220,92859,0.1361742,0
Georgia,GA,Clinch,13065,1727,686,2455,0.703462322,1
Georgia,GA,Cobb,13067,152912,160121,330819,0.462222545,0
Georgia,GA,Coffee,13069,9588,4094,13915,0.689040604,1
Georgia,GA,Colquitt,13071,9898,3463,13624,0.726512038,1
Georgia,GA,Columbia,13073,43085,18887,64743,0.665477349,1
Georgia,GA,Cook,13075,4176,1753,6057,0.689450223,1
Georgia,GA,Coweta,13077,42533,16583,61745,0.6888493,1
Georgia,GA,Crawford,13079,3635,1421,5176,0.702279753,1
Georgia,GA,Crisp,13081,4549,2837,7512,0.60556443,1
Georgia,GA,Dade,13083,5051,965,6242,0.809195771,1
Georgia,GA,Dawson,13085,9900,1448,11765,0.841478963,1
Georgia,GA,Decatur,13087,6020,4124,10286,0.585261521,1
Georgia,GA,DeKalb,13089,51468,251370,314757,0.163516618,0
Georgia,GA,Dodge,13091,5021,1839,7009,0.716364674,1
Georgia,GA,Dooly,13093,1951,1872,3859,0.505571392,1
Georgia,GA,Dougherty,13095,10232,23311,34087,0.300173087,0
Georgia,GA,Douglas,13097,24817,31005,57738,0.429820915,0
Georgia,GA,Early,13099,2552,2168,4785,0.533333333,1
Georgia,GA,Echols,13101,1007,156,1182,0.851945854,1
Georgia,GA,Effingham,13103,17874,4853,23458,0.761957541,1
Georgia,GA,Elbert,13105,5292,2539,7987,0.662576687,1
Georgia,GA,Emanuel,13107,5335,2435,7860,0.678753181,1
Georgia,GA,Evans,13109,2404,1130,3613,0.665375035,1
Georgia,GA,Fannin,13111,9632,1923,11812,0.815441923,1
Georgia,GA,Fayette,13113,35048,23284,60913,0.575377998,1
Georgia,GA,Floyd,13115,24114,9159,34608,0.696775312,1
Georgia,GA,Forsyth,13117,69851,23462,98221,0.711161564,1
Georgia,GA,Franklin,13119,7054,1243,8502,0.829687132,1
Georgia,GA,Fulton,13121,117783,297051,431391,0.273030731,0
Georgia,GA,Gilmer,13123,10477,1965,12773,0.820245831,1
Georgia,GA,Glascock,13125,1235,138,1390,0.888489209,1
Georgia,GA,Glynn,13127,21512,11775,34263,0.627849283,1
Georgia,GA,Gordon,13129,15191,3181,18959,0.80125534,1
Georgia,GA,Grady,13131,6053,3013,9213,0.657006404,1
Georgia,GA,Greene,13133,5490,3199,8852,0.620198825,1
Georgia,GA,Gwinnett,13135,146989,166153,328331,0.447685415,0
Georgia,GA,Habersham,13137,13190,2483,16243,0.81204211,1
Georgia,GA,Hall,13139,51733,16180,70694,0.731787705,1
Georgia,GA,Hancock,13141,843,2701,3580,0.23547486,0
Georgia,GA,Haralson,13143,9585,1475,11357,0.84397288,1
Georgia,GA,Harris,13145,11936,4086,16502,0.723306266,1
Georgia,GA,Hart,13147,7286,2585,10117,0.720173965,1
Georgia,GA,Heard,13149,3370,743,4223,0.798010893,1
Georgia,GA,Henry,13151,45724,50057,98766,0.462952838,0
Georgia,GA,Houston,13153,35430,22553,60079,0.589723531,1
Georgia,GA,Irwin,13155,2716,891,3670,0.740054496,1
Georgia,GA,Jackson,13157,21784,4491,27190,0.801176903,1
Georgia,GA,Jasper,13159,4360,1544,6045,0.721257237,1
Georgia,GA,Jeff Davis,13161,4104,901,5096,0.80533752,1
Georgia,GA,Jefferson,13163,3063,3821,6968,0.439580941,0
Georgia,GA,Jenkins,13165,1895,1123,3056,0.620091623,1
Georgia,GA,Johnson,13167,2519,1136,3686,0.683396636,1
Georgia,GA,Jones,13169,8305,3961,12551,0.661700263,1
Georgia,GA,Lamar,13171,5190,2270,7612,0.681818182,1
Georgia,GA,Lanier,13173,1984,806,2871,0.691048415,1
Georgia,GA,Laurens,13175,12411,6752,19530,0.635483871,1
Georgia,GA,Lee,13177,10646,3170,14143,0.752739871,1
Georgia,GA,Liberty,13179,6134,9556,16143,0.379978938,0
Georgia,GA,Lincoln,13181,2759,1273,4102,0.672598732,1
Georgia,GA,Long,13183,2626,1360,4117,0.63784309,1
Georgia,GA,Lowndes,13185,21635,15064,37805,0.572278799,1
Georgia,GA,Lumpkin,13187,9619,2220,12425,0.77416499,1
Georgia,GA,McDuffie,13189,5432,3699,9268,0.586102719,1
Georgia,GA,McIntosh,13191,3487,2303,5903,0.590716585,1
Georgia,GA,Macon,13193,1540,2705,4287,0.359225566,0
Georgia,GA,Madison,13195,9201,2425,11998,0.766877813,1
Georgia,GA,Marion,13197,1921,1213,3190,0.602194357,1
Georgia,GA,Meriwether,13199,5222,3804,9217,0.566561788,1
